Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2020,may,6,утро,+13°,5,Юго-западный ветер,756,86,без осадков,малооблачно
strelna,2020,may,6,день,+16°,5,Северный ветер,754,51,без осадков,облачно
strelna,2020,may,6,вечер,+17°,6,Северо-западный ветер,753,49,без осадков,облачно
strelna,2020,may,7,ночь,+5°,4,Западный ветер,752,75,без осадков,пасмурно
strelna,2020,may,7,утро,+10°,6,Западный ветер,751,65,без осадков,пасмурно
strelna,2020,may,7,день,+10°,8,Западный ветер,753,53,без осадков,пасмурно
strelna,2020,may,7,вечер,+10°,10,Западный ветер,755,34,без осадков,малооблачно
strelna,2020,may,8,ночь,+3°,4,Юго-западный ветер,756,86,без осадков,ясно
strelna,2020,may,8,утро,+8°,3,Юго-западный ветер,757,93,без осадков,ясно
strelna,2020,may,8,день,+12°,4,Северо-западный ветер,759,35,без осадков,малооблачно
strelna,2020,may,8,вечер,+11°,5,Северо-западный ветер,758,40,без осадков,облачно
strelna,2020,may,9,ночь,+5°,5,Южный ветер,757,60,без осадков,пасмурно
strelna,2020,may,9,утро,+10°,5,Южный ветер,756,57,без осадков,пасмурно
strelna,2020,may,9,день,+13°,6,Северо-западный ветер,757,62,без осадков,пасмурно
strelna,2020,may,9,вечер,+12°,8,Северо-западный ветер,758,46,без осадков,малооблачно
strelna,2020,may,10,ночь,+3°,2,Юго-западный ветер,759,69,без осадков,ясно
strelna,2020,may,10,утро,+8°,3,Западный ветер,759,60,без осадков,пасмурно
strelna,2020,may,10,день,+13°,3,Северный ветер,759,37,без осадков,малооблачно
strelna,2020,may,10,вечер,+15°,2,Восточный ветер,758,21,без осадков,ясно
strelna,2020,may,11,ночь,+8°,4,Восточный ветер,755,49,без осадков,пасмурно
strelna,2020,may,11,утро,+12°,3,Юго-восточный ветер,752,52,без осадков,пасмурно
strelna,2020,may,11,день,+20°,5,Южный ветер,748,55,без осадков,пасмурно
strelna,2020,may,11,вечер,+16°,2,Южный ветер,744,51,без осадков,дождь
strelna,2020,may,12,ночь,+3°,9,Западный ветер,747,86,без осадков,пасмурно
strelna,2020,may,12,утро,+3°,6,Северо-западный ветер,748,74,без осадков,пасмурно
strelna,2020,may,12,день,+7°,7,Северо-западный ветер,750,52,без осадков,облачно
strelna,2020,may,12,вечер,+7°,8,Северо-западный ветер,751,48,без осадков,малооблачно
strelna,2020,may,13,ночь,+1°,6,Западный ветер,752,80,без осадков,пасмурно
strelna,2020,may,13,утро,+6°,5,Юго-западный ветер,753,80,без осадков,облачно
strelna,2020,may,13,день,+9°,5,Западный ветер,753,45,без осадков,малооблачно
strelna,2020,may,13,вечер,+9°,4,Западный ветер,753,49,без осадков,дождь
strelna,2020,may,14,ночь,+2°,3,Юго-восточный ветер,753,93,без осадков,снег
strelna,2020,may,14,утро,+2°,5,Западный ветер,753,93,без осадков,снег
strelna,2020,may,14,день,+6°,5,Юго-западный ветер,754,80,без осадков,пасмурно
strelna,2020,may,14,вечер,+9°,6,Западный ветер,755,56,без осадков,пасмурно
strelna,2020,may,15,ночь,+3°,3,Юго-западный ветер,756,69,без осадков,пасмурно
strelna,2020,may,15,утро,+7°,3,Юго-западный ветер,755,80,без осадков,пасмурно
strelna,2020,may,15,день,+9°,4,Южный ветер,754,65,без осадков,пасмурно
strelna,2020,may,15,вечер,+6°,5,Северо-западный ветер,754,81,без осадков,пасмурно
strelna,2020,may,16,ночь,+2°,2,Южный ветер,754,86,без осадков,малооблачно
strelna,2020,may,16,утро,+5°,2,Северный ветер,753,79,без осадков,пасмурно
strelna,2020,may,16,день,+10°,4,Южный ветер,751,75,без осадков,пасмурно
strelna,2020,may,16,вечер,+6°,3,Западный ветер,750,81,без осадков,дождь
strelna,2020,may,17,ночь,+4°,4,Южный ветер,750,86,без осадков,малооблачно
strelna,2020,may,17,утро,+6°,6,Юго-западный ветер,750,86,без осадков,пасмурно
strelna,2020,may,17,день,+9°,9,Западный ветер,751,52,без осадков,пасмурно
strelna,2020,may,17,вечер,+9°,6,Западный ветер,751,32,без осадков,малооблачно
strelna,2020,may,18,ночь,+4°,3,Юго-западный ветер,750,80,без осадков,пасмурно
strelna,2020,may,18,утро,+5°,4,Юго-западный ветер,749,86,без осадков,малооблачно
strelna,2020,may,18,день,+7°,10,Западный ветер,751,75,без осадков,пасмурно
strelna,2020,may,18,вечер,+7°,6,Западный ветер,753,75,без осадков,пасмурно
strelna,2020,may,19,ночь,+3°,3,Юго-западный ветер,756,93,без осадков,ясно
strelna,2020,may,19,утро,+7°,4,Юго-западный ветер,756,93,без осадков,пасмурно
strelna,2020,may,19,день,+7°,2,Северный ветер,757,81,без осадков,пасмурно
strelna,2020,may,19,вечер,+9°,5,Северо-западный ветер,757,53,без осадков,малооблачно
strelna,2020,may,20,ночь,+3°,2,Юго-западный ветер,757,86,без осадков,облачно
strelna,2020,may,20,утро,+8°,4,Юго-западный ветер,757,86,без осадков,пасмурно
strelna,2020,may,20,день,+10°,6,Северный ветер,757,57,без осадков,пасмурно
strelna,2020,may,20,вечер,+9°,6,Северный ветер,759,46,без осадков,малооблачно
strelna,2020,may,21,ночь,+3°,7,Северо-западный ветер,758,86,без осадков,дождь
strelna,2020,may,21,утро,+3°,7,Северо-западный ветер,757,86,без осадков,дождь
strelna,2020,may,21,день,+4°,7,Северный ветер,760,80,без осадков,пасмурно
strelna,2020,may,21,вечер,+6°,5,Северный ветер,762,75,без осадков,пасмурно
strelna,2020,may,22,ночь,+6°,4,Северный ветер,764,70,без осадков,пасмурно
strelna,2020,may,22,утро,+5°,4,Северный ветер,765,76,без осадков,пасмурно
strelna,2020,may,22,день,+10°,6,Северный ветер,765,52,без осадков,пасмурно
strelna,2020,may,22,вечер,+11°,5,Северный ветер,766,34,без осадков,облачно
strelna,2020,may,23,ночь,+4°,2,Северный ветер,766,60,без осадков,ясно
strelna,2020,may,23,утро,+10°,1,Северный ветер,768,80,без осадков,ясно
strelna,2020,may,23,день,+13°,5,Западный ветер,767,42,без осадков,ясно
strelna,2020,may,23,вечер,+13°,4,Северо-восточный ветер,767,22,без осадков,ясно
strelna,2020,may,24,ночь,+4°,1,Северный ветер,765,69,без осадков,ясно
strelna,2020,may,24,утро,+9°,3,Восточный ветер,764,74,без осадков,ясно
strelna,2020,may,24,день,+16°,4,Восточный ветер,762,30,без осадков,пасмурно
strelna,2020,may,24,вечер,+17°,2,Северо-восточный ветер,762,23,без осадков,пасмурно
strelna,2020,may,25,ночь,+7°,3,Восточный ветер,762,68,без осадков,пасмурно
strelna,2020,may,25,утро,+11°,2,Северный ветер,763,80,без осадков,малооблачно
strelna,2020,may,25,день,+17°,4,Северный ветер,765,29,без осадков,пасмурно
strelna,2020,may,25,вечер,+17°,6,Западный ветер,766,25,без осадков,малооблачно
strelna,2020,may,26,ночь,+8°,2,Юго-западный ветер,768,61,без осадков,облачно
strelna,2020,may,26,утро,+14°,3,Юго-западный ветер,770,65,без осадков,ясно
strelna,2020,may,26,день,+19°,4,Северный ветер,771,42,без осадков,облачно
strelna,2020,may,26,вечер,+18°,4,Северо-восточный ветер,771,29,без осадков,малооблачно
strelna,2020,may,27,ночь,+8°,3,Восточный ветер,771,70,без осадков,ясно
strelna,2020,may,27,утро,+15°,2,Юго-восточный ветер,769,70,без осадков,ясно
strelna,2020,may,27,день,+21°,3,Юго-восточный ветер,767,34,без осадков,ясно
strelna,2020,may,27,вечер,+19°,4,Западный ветер,765,39,без осадков,облачно
strelna,2020,may,28,ночь,+11°,2,Западный ветер,765,66,без осадков,малооблачно
strelna,2020,may,28,утро,+13°,4,Юго-западный ветер,764,70,без осадков,пасмурно
strelna,2020,may,28,день,+16°,6,Западный ветер,764,63,без осадков,пасмурно
strelna,2020,may,28,вечер,+13°,6,Западный ветер,765,76,без осадков,пасмурно
strelna,2020,may,29,ночь,+8°,3,Юго-западный ветер,766,81,без осадков,пасмурно
strelna,2020,may,29,утро,+15°,3,Юго-западный ветер,766,87,без осадков,ясно
strelna,2020,may,29,день,+17°,5,Северо-западный ветер,766,39,без осадков,ясно
strelna,2020,may,29,вечер,+17°,5,Западный ветер,766,34,без осадков,ясно
strelna,2020,may,30,ночь,+7°,2,Юго-западный ветер,766,75,без осадков,ясно
strelna,2020,may,30,утро,+15°,4,Западный ветер,767,81,без осадков,ясно
strelna,2020,may,30,день,+18°,7,Северный ветер,767,34,без осадков,ясно
strelna,2020,may,30,вечер,+18°,6,Северный ветер,767,29,без осадков,ясно
strelna,2020,may,31,ночь,+12°,4,Северный ветер,768,58,без осадков,ясно
strelna,2020,may,31,утро,+12°,7,Северный ветер,768,57,без осадков,ясно
strelna,2020,may,31,день,+13°,9,Северный ветер,768,35,без осадков,ясно
strelna,2020,may,31,вечер,+13°,6,Северный ветер,768,33,без осадков,ясно
strelna,2020,june,1,ночь,+9°,3,Северный ветер,768,57,без осадков,ясно
strelna,2020,june,1,утро,+9°,4,Северный ветер,768,69,без осадков,малооблачно
strelna,2020,june,1,день,+11°,6,Северо-восточный ветер,768,43,без осадков,пасмурно
strelna,2020,june,1,вечер,+11°,6,Северо-восточный ветер,768,46,без осадков,малооблачно
strelna,2020,june,2,ночь,+9°,2,Северный ветер,767,73,без осадков,ясно
strelna,2020,june,2,утро,+12°,6,Северо-восточный ветер,766,61,без осадков,облачно
strelna,2020,june,2,день,+15°,6,Северо-восточный ветер,765,38,без осадков,ясно
strelna,2020,june,2,вечер,+16°,6,Северо-восточный ветер,763,36,без осадков,ясно
strelna,2020,june,3,ночь,+8°,4,Восточный ветер,762,81,без осадков,ясно
strelna,2020,june,3,утро,+12°,3,Северо-восточный ветер,762,70,без осадков,ясно
strelna,2020,june,3,день,+18°,6,Восточный ветер,760,39,без осадков,малооблачно
strelna,2020,june,3,вечер,+19°,6,Северо-восточный ветер,759,42,без осадков,малооблачно
strelna,2020,june,4,ночь,+15°,4,Северо-восточный ветер,757,67,без осадков,пасмурно
strelna,2020,june,4,утро,+15°,4,Северо-восточный ветер,755,72,без осадков,пасмурно
strelna,2020,june,4,день,+15°,6,Северо-восточный ветер,751,93,без осадков,дождь
strelna,2020,june,4,вечер,+12°,4,Северный ветер,749,100,без осадков,дождь
strelna,2020,june,5,ночь,+12°,3,Восточный ветер,748,87,без осадков,пасмурно
strelna,2020,june,5,утро,+14°,5,Восточный ветер,748,93,без осадков,пасмурно
strelna,2020,june,5,день,+17°,6,Юго-восточный ветер,750,87,без осадков,пасмурно
strelna,2020,june,5,вечер,+15°,4,Юго-восточный ветер,753,77,без осадков,дождь
strelna,2020,june,6,ночь,+12°,3,Восточный ветер,753,87,без осадков,облачно
strelna,2020,june,6,утро,+15°,5,Восточный ветер,752,87,без осадков,пасмурно
strelna,2020,june,6,день,+17°,7,Восточный ветер,752,77,без осадков,малооблачно
strelna,2020,june,6,вечер,+17°,3,Юго-восточный ветер,753,82,без осадков,пасмурно
strelna,2020,june,7,ночь,+12°,2,Юго-западный ветер,756,93,без осадков,туман
strelna,2020,june,7,утро,+16°,2,Юго-восточный ветер,758,87,без осадков,малооблачно
strelna,2020,june,7,день,+23°,7,Южный ветер,759,56,без осадков,пасмурно
strelna,2020,june,7,вечер,+23°,4,Южный ветер,759,50,без осадков,облачно
strelna,2020,june,8,ночь,+17°,2,Восточный ветер,759,77,без осадков,пасмурно
strelna,2020,june,8,утро,+21°,2,Юго-восточный ветер,759,72,без осадков,пасмурно
strelna,2020,june,8,день,+27°,4,Юго-восточный ветер,759,47,без осадков,пасмурно
strelna,2020,june,8,вечер,+28°,3,Юго-восточный ветер,758,42,без осадков,пасмурно
strelna,2020,june,9,ночь,+18°,3,Юго-восточный ветер,758,77,без осадков,облачно
strelna,2020,june,9,утро,+21°,3,Восточный ветер,759,82,без осадков,пасмурно
strelna,2020,june,9,день,+26°,4,Северо-западный ветер,760,57,без осадков,ясно
strelna,2020,june,9,вечер,+20°,3,Юго-западный ветер,761,82,без осадков,гроза
strelna,2020,june,10,ночь,+17°,2,Восточный ветер,761,88,без осадков,туман
strelna,2020,june,10,утро,+16°,2,Северо-западный ветер,762,100,без осадков,туман
strelna,2020,june,10,день,+20°,4,Северный ветер,762,88,без осадков,пасмурно
strelna,2020,june,10,вечер,+20°,4,Западный ветер,762,77,без осадков,пасмурно
strelna,2020,june,11,ночь,+17°,3,Северо-восточный ветер,762,82,без осадков,пасмурно
strelna,2020,june,11,утро,+16°,4,Северный ветер,762,87,без осадков,пасмурно
strelna,2020,june,11,день,+17°,5,Северный ветер,764,82,без осадков,пасмурно
strelna,2020,june,11,вечер,+16°,4,Северный ветер,765,77,без осадков,пасмурно
strelna,2020,june,12,ночь,+15°,3,Северный ветер,765,77,без осадков,пасмурно
strelna,2020,june,12,утро,+16°,5,Северо-восточный ветер,765,72,без осадков,пасмурно
strelna,2020,june,12,день,+19°,9,Северо-восточный ветер,765,59,без осадков,малооблачно
strelna,2020,june,12,вечер,+20°,6,Северо-восточный ветер,766,35,без осадков,ясно
strelna,2020,june,13,ночь,+15°,4,Северный ветер,767,54,без осадков,ясно
strelna,2020,june,13,утро,+17°,3,Северо-восточный ветер,768,58,без осадков,ясно
strelna,2020,june,13,день,+20°,7,Северо-восточный ветер,769,37,без осадков,ясно
strelna,2020,june,13,вечер,+20°,5,Северо-восточный ветер,768,30,без осадков,ясно
strelna,2020,june,14,ночь,+12°,3,Северо-восточный ветер,769,62,без осадков,ясно
strelna,2020,june,14,утро,+16°,3,Восточный ветер,769,76,без осадков,ясно
strelna,2020,june,14,день,+21°,6,Восточный ветер,768,37,без осадков,ясно
strelna,2020,june,14,вечер,+22°,5,Северо-восточный ветер,767,33,без осадков,ясно
strelna,2020,june,15,ночь,+14°,3,Северо-восточный ветер,766,71,без осадков,ясно
strelna,2020,june,15,утро,+18°,3,Восточный ветер,765,81,без осадков,ясно
strelna,2020,june,15,день,+25°,6,Восточный ветер,763,41,без осадков,малооблачно
strelna,2020,june,15,вечер,+26°,4,Восточный ветер,762,42,без осадков,ясно
strelna,2020,june,16,ночь,+20°,1,Восточный ветер,761,72,без осадков,пасмурно
strelna,2020,june,16,утро,+24°,1,Юго-восточный ветер,761,88,без осадков,ясно
strelna,2020,june,16,день,+28°,2,Северо-восточный ветер,760,50,без осадков,малооблачно
strelna,2020,june,16,вечер,+22°,1,Северный ветер,762,88,без осадков,гроза
strelna,2020,june,17,ночь,+19°,2,Восточный ветер,761,93,без осадков,туман
strelna,2020,june,17,утро,+22°,1,Северный ветер,761,88,без осадков,туман
strelna,2020,june,17,день,+25°,3,Восточный ветер,762,65,без осадков,малооблачно
strelna,2020,june,17,вечер,+25°,4,Северо-восточный ветер,762,54,без осадков,малооблачно
strelna,2020,june,18,ночь,+18°,4,Восточный ветер,762,88,без осадков,облачно
strelna,2020,june,18,утро,+22°,3,Восточный ветер,761,88,без осадков,ясно
strelna,2020,june,18,день,+29°,3,Восточный ветер,760,61,без осадков,пасмурно
strelna,2020,june,18,вечер,+30°,3,Восточный ветер,759,45,без осадков,малооблачно
strelna,2020,june,19,ночь,+17°,2,Западный ветер,759,82,без осадков,пасмурно
strelna,2020,june,19,утро,+22°,2,Южный ветер,759,88,без осадков,туман
strelna,2020,june,19,день,+26°,3,Северный ветер,760,61,без осадков,облачно
strelna,2020,june,19,вечер,+24°,4,Восточный ветер,760,47,без осадков,облачно
strelna,2020,june,20,ночь,+19°,5,Северный ветер,762,72,без осадков,ясно
strelna,2020,june,20,утро,+16°,8,Северо-восточный ветер,763,77,без осадков,пасмурно
strelna,2020,june,20,день,+17°,6,Северо-восточный ветер,765,63,без осадков,пасмурно
strelna,2020,june,20,вечер,+17°,6,Северо-восточный ветер,765,48,без осадков,пасмурно
strelna,2020,june,21,ночь,+15°,4,Северо-восточный ветер,765,62,без осадков,ясно
strelna,2020,june,21,утро,+16°,4,Северо-восточный ветер,766,66,без осадков,облачно
strelna,2020,june,21,день,+19°,5,Северо-восточный ветер,765,48,без осадков,пасмурно
strelna,2020,june,21,вечер,+18°,5,Северо-восточный ветер,765,42,без осадков,малооблачно
strelna,2020,june,22,ночь,+15°,3,Северо-восточный ветер,765,67,без осадков,ясно
strelna,2020,june,22,утро,+17°,3,Восточный ветер,764,71,без осадков,ясно
strelna,2020,june,22,день,+22°,4,Восточный ветер,763,43,без осадков,ясно
strelna,2020,june,22,вечер,+23°,2,Восточный ветер,762,31,без осадков,ясно
strelna,2020,june,23,ночь,+13°,2,Юго-восточный ветер,762,71,без осадков,ясно
strelna,2020,june,23,утро,+18°,2,Юго-западный ветер,762,76,без осадков,ясно
strelna,2020,june,23,день,+24°,3,Западный ветер,764,40,без осадков,облачно
strelna,2020,june,23,вечер,+24°,5,Западный ветер,764,31,без осадков,ясно
strelna,2020,june,24,ночь,+15°,3,Западный ветер,765,72,без осадков,ясно
strelna,2020,june,24,утро,+21°,3,Западный ветер,766,77,без осадков,ясно
strelna,2020,june,24,день,+26°,6,Северо-западный ветер,768,53,без осадков,ясно
strelna,2020,june,24,вечер,+26°,6,Северо-западный ветер,768,34,без осадков,пасмурно
strelna,2020,june,25,ночь,+16°,2,Западный ветер,768,72,без осадков,пасмурно
strelna,2020,june,25,утро,+22°,5,Юго-западный ветер,768,67,без осадков,пасмурно
strelna,2020,june,25,день,+27°,5,Северо-западный ветер,768,44,без осадков,малооблачно
strelna,2020,june,25,вечер,+28°,4,Северо-западный ветер,768,39,без осадков,ясно
strelna,2020,june,26,ночь,+19°,2,Северный ветер,768,72,без осадков,ясно
strelna,2020,june,26,утро,+23°,3,Юго-западный ветер,768,72,без осадков,ясно
strelna,2020,june,26,день,+27°,4,Западный ветер,767,42,без осадков,облачно
strelna,2020,june,26,вечер,+26°,5,Западный ветер,765,36,без осадков,ясно
strelna,2020,june,27,ночь,+19°,2,Юго-западный ветер,762,68,без осадков,ясно
strelna,2020,june,27,утро,+22°,6,Западный ветер,761,72,без осадков,ясно
strelna,2020,june,27,день,+25°,8,Западный ветер,760,47,без осадков,ясно
strelna,2020,june,27,вечер,+25°,7,Западный ветер,759,36,без осадков,облачно
strelna,2020,june,28,ночь,+16°,2,Западный ветер,758,72,без осадков,малооблачно
strelna,2020,june,28,утро,+18°,3,Восточный ветер,758,82,без осадков,малооблачно
strelna,2020,june,28,день,+21°,5,Северо-восточный ветер,759,68,без осадков,малооблачно
strelna,2020,june,28,вечер,+20°,6,Северо-восточный ветер,759,35,без осадков,ясно
strelna,2020,june,29,ночь,+15°,4,Северо-восточный ветер,759,59,без осадков,ясно
strelna,2020,june,29,утро,+16°,3,Восточный ветер,759,59,без осадков,ясно
strelna,2020,june,29,день,+21°,4,Восточный ветер,758,52,без осадков,пасмурно
strelna,2020,june,29,вечер,+22°,3,Восточный ветер,756,40,без осадков,пасмурно
strelna,2020,june,30,ночь,+15°,3,Восточный ветер,754,67,без осадков,пасмурно
strelna,2020,june,30,утро,+15°,5,Восточный ветер,751,82,без осадков,пасмурно
strelna,2020,june,30,день,+23°,9,Восточный ветер,745,68,без осадков,пасмурно
strelna,2020,june,30,вечер,+19°,12,Юго-западный ветер,746,77,без осадков,пасмурно
strelna,2020,july,1,ночь,+14°,5,Южный ветер,747,82,без осадков,малооблачно
strelna,2020,july,1,утро,+16°,6,Южный ветер,747,82,без осадков,пасмурно
strelna,2020,july,1,день,+19°,9,Южный ветер,747,72,без осадков,пасмурно
strelna,2020,july,1,вечер,+17°,7,Юго-западный ветер,748,72,без осадков,пасмурно
strelna,2020,july,2,ночь,+14°,4,Юго-западный ветер,750,87,без осадков,пасмурно
strelna,2020,july,2,утро,+17°,4,Юго-западный ветер,751,82,без осадков,пасмурно
strelna,2020,july,2,день,+21°,5,Юго-западный ветер,753,68,без осадков,пасмурно
strelna,2020,july,2,вечер,+19°,2,Северо-западный ветер,753,64,без осадков,пасмурно
strelna,2020,july,3,ночь,+16°,3,Восточный ветер,753,87,без осадков,пасмурно
strelna,2020,july,3,утро,+17°,6,Юго-западный ветер,753,82,без осадков,пасмурно
strelna,2020,july,3,день,+20°,7,Западный ветер,756,52,без осадков,пасмурно
strelna,2020,july,3,вечер,+19°,4,Северо-западный ветер,757,49,без осадков,пасмурно
strelna,2020,july,4,ночь,+14°,2,Северный ветер,757,76,без осадков,пасмурно
strelna,2020,july,4,утро,+17°,3,Южный ветер,757,72,без осадков,пасмурно
strelna,2020,july,4,день,+20°,6,Юго-западный ветер,757,55,без осадков,пасмурно
strelna,2020,july,4,вечер,+21°,5,Южный ветер,756,46,без осадков,малооблачно
strelna,2020,july,5,ночь,+16°,6,Южный ветер,755,77,без осадков,малооблачно
strelna,2020,july,5,утро,+16°,6,Южный ветер,753,87,без осадков,пасмурно
strelna,2020,july,5,день,+18°,6,Южный ветер,752,82,без осадков,пасмурно
strelna,2020,july,5,вечер,+17°,5,Юго-западный ветер,752,88,без осадков,дождь
strelna,2020,july,6,ночь,+17°,6,Южный ветер,749,82,без осадков,малооблачно
strelna,2020,july,6,утро,+18°,7,Южный ветер,747,82,без осадков,пасмурно
strelna,2020,july,6,день,+19°,6,Южный ветер,749,68,без осадков,пасмурно
strelna,2020,july,6,вечер,+19°,3,Южный ветер,750,52,без осадков,облачно
strelna,2020,july,7,ночь,+15°,2,Юго-восточный ветер,752,72,без осадков,пасмурно
strelna,2020,july,7,утро,+17°,2,Южный ветер,753,82,без осадков,пасмурно
strelna,2020,july,7,день,+20°,2,Южный ветер,753,63,без осадков,малооблачно
strelna,2020,july,7,вечер,+19°,2,Юго-западный ветер,754,52,без осадков,облачно
strelna,2020,july,8,ночь,+13°,2,Юго-западный ветер,754,82,без осадков,пасмурно
strelna,2020,july,8,утро,+14°,3,Юго-западный ветер,754,87,без осадков,пасмурно
strelna,2020,july,8,день,+17°,2,Юго-западный ветер,755,67,без осадков,пасмурно
strelna,2020,july,8,вечер,+18°,3,Юго-восточный ветер,755,52,без осадков,пасмурно
strelna,2020,july,9,ночь,+11°,2,Северный ветер,755,81,без осадков,пасмурно
strelna,2020,july,9,утро,+13°,4,Юго-западный ветер,756,87,без осадков,пасмурно
strelna,2020,july,9,день,+17°,3,Западный ветер,756,55,без осадков,пасмурно
strelna,2020,july,9,вечер,+18°,3,Западный ветер,757,52,без осадков,малооблачно
strelna,2020,july,10,ночь,+11°,3,Юго-западный ветер,758,81,без осадков,облачно
strelna,2020,july,10,утро,+15°,3,Юго-западный ветер,759,81,без осадков,малооблачно
strelna,2020,july,10,день,+20°,6,Южный ветер,759,52,без осадков,пасмурно
strelna,2020,july,10,вечер,+18°,5,Южный ветер,759,42,без осадков,малооблачно
strelna,2020,july,11,ночь,+13°,4,Восточный ветер,757,87,без осадков,малооблачно
strelna,2020,july,11,утро,+15°,2,Юго-восточный ветер,754,93,без осадков,пасмурно
strelna,2020,july,11,день,+19°,12,Восточный ветер,752,88,без осадков,пасмурно
strelna,2020,july,11,вечер,+17°,6,Южный ветер,754,48,без осадков,пасмурно
strelna,2020,july,12,ночь,+13°,4,Юго-западный ветер,758,87,без осадков,малооблачно
strelna,2020,july,12,утро,+15°,5,Юго-западный ветер,760,87,без осадков,малооблачно
strelna,2020,july,12,день,+18°,4,Юго-западный ветер,762,63,без осадков,пасмурно
strelna,2020,july,12,вечер,+17°,4,Западный ветер,762,63,без осадков,пасмурно
strelna,2020,july,13,ночь,+12°,1,Юго-западный ветер,762,81,без осадков,пасмурно
strelna,2020,july,13,утро,+15°,2,Южный ветер,762,87,без осадков,ясно
strelna,2020,july,13,день,+18°,3,Западный ветер,761,67,без осадков,малооблачно
strelna,2020,july,13,вечер,+16°,2,Юго-восточный ветер,760,77,без осадков,дождь
strelna,2020,july,14,ночь,+11°,2,Юго-западный ветер,759,81,без осадков,облачно
strelna,2020,july,14,утро,+16°,4,Юго-западный ветер,759,87,без осадков,ясно
strelna,2020,july,14,день,+18°,7,Западный ветер,760,63,без осадков,пасмурно
strelna,2020,july,14,вечер,+18°,7,Северо-западный ветер,760,42,без осадков,малооблачно
strelna,2020,july,15,ночь,+10°,3,Юго-западный ветер,760,87,без осадков,пасмурно
strelna,2020,july,15,утро,+15°,3,Юго-западный ветер,760,87,без осадков,пасмурно
strelna,2020,july,15,день,+17°,5,Северо-западный ветер,759,52,без осадков,облачно
strelna,2020,july,15,вечер,+17°,3,Северный ветер,759,48,без осадков,облачно
strelna,2020,july,16,ночь,+16°,4,Северный ветер,757,67,без осадков,пасмурно
strelna,2020,july,16,утро,+16°,4,Северо-западный ветер,757,72,без осадков,пасмурно
strelna,2020,july,16,день,+18°,6,Западный ветер,756,67,без осадков,пасмурно
strelna,2020,july,16,вечер,+16°,3,Северный ветер,757,55,без осадков,пасмурно
strelna,2020,july,17,ночь,+13°,4,Северо-западный ветер,758,76,без осадков,пасмурно
strelna,2020,july,17,утро,+16°,3,Юго-западный ветер,759,87,без осадков,малооблачно
strelna,2020,july,17,день,+21°,6,Западный ветер,759,55,без осадков,ясно
strelna,2020,july,17,вечер,+21°,6,Западный ветер,760,31,без осадков,ясно
strelna,2020,july,18,ночь,+13°,2,Южный ветер,762,82,без осадков,туман
strelna,2020,july,18,утро,+18°,3,Западный ветер,763,87,без осадков,малооблачно
strelna,2020,july,18,день,+25°,7,Северо-западный ветер,764,50,без осадков,пасмурно
strelna,2020,july,18,вечер,+23°,7,Западный ветер,764,38,без осадков,облачно
strelna,2020,july,19,ночь,+15°,2,Юго-западный ветер,764,67,без осадков,пасмурно
strelna,2020,july,19,утро,+19°,4,Западный ветер,764,77,без осадков,пасмурно
strelna,2020,july,19,день,+23°,6,Северо-западный ветер,763,53,без осадков,пасмурно
strelna,2020,july,19,вечер,+22°,7,Западный ветер,762,49,без осадков,пасмурно
strelna,2020,july,20,ночь,+16°,2,Западный ветер,761,77,без осадков,малооблачно
strelna,2020,july,20,утро,+20°,2,Западный ветер,760,87,без осадков,пасмурно
strelna,2020,july,20,день,+24°,4,Западный ветер,759,64,без осадков,пасмурно
strelna,2020,july,20,вечер,+24°,3,Западный ветер,758,44,без осадков,облачно
strelna,2020,july,21,ночь,+17°,2,Юго-западный ветер,757,88,без осадков,пасмурно
strelna,2020,july,21,утро,+19°,3,Юго-западный ветер,756,87,без осадков,пасмурно
strelna,2020,july,21,день,+24°,3,Западный ветер,754,57,без осадков,пасмурно
strelna,2020,july,21,вечер,+22°,3,Южный ветер,754,68,без осадков,пасмурно
strelna,2020,july,22,ночь,+16°,5,Западный ветер,753,82,без осадков,малооблачно
strelna,2020,july,22,утро,+16°,4,Юго-западный ветер,750,82,без осадков,пасмурно
strelna,2020,july,22,день,+17°,10,Западный ветер,749,88,без осадков,малооблачно
strelna,2020,july,22,вечер,+17°,7,Западный ветер,750,55,без осадков,пасмурно
strelna,2020,july,23,ночь,+13°,5,Юго-западный ветер,750,76,без осадков,пасмурно
strelna,2020,july,23,утро,+13°,7,Юго-западный ветер,750,76,без осадков,облачно
strelna,2020,july,23,день,+16°,9,Юго-западный ветер,751,77,без осадков,пасмурно
strelna,2020,july,23,вечер,+16°,4,Юго-западный ветер,752,59,без осадков,пасмурно
strelna,2020,july,24,ночь,+11°,3,Южный ветер,753,81,без осадков,облачно
strelna,2020,july,24,утро,+14°,2,Северный ветер,754,81,без осадков,облачно
strelna,2020,july,24,день,+18°,4,Южный ветер,755,55,без осадков,пасмурно
strelna,2020,july,24,вечер,+18°,3,Южный ветер,756,42,без осадков,пасмурно
strelna,2020,july,25,ночь,+11°,3,Юго-восточный ветер,756,81,без осадков,пасмурно
strelna,2020,july,25,утро,+12°,3,Юго-восточный ветер,756,87,без осадков,пасмурно
strelna,2020,july,25,день,+14°,4,Юго-восточный ветер,756,87,без осадков,пасмурно
strelna,2020,july,25,вечер,+15°,2,Юго-восточный ветер,757,82,без осадков,пасмурно
